CustomerID,PhoneNumber,FullName_AR,FullName_EN,ZoneID,FirstOrderDate,Gender
383,01128337931,رانيا حداد,Rania Haddad,15,2025-04-07,F
384,01531174639,طارق غانم,Tarek Ghanem,13,2024-01-17,M
385,01164929031,بشير بركات,Bashir Barakat,18,2025-06-19,M
386,01117285551,لمياء غانم,Lamia Ghanem,3,2024-07-04,F
387,01528018955,خالد عبدالله,Khaled Abdullah,9,2025-05-07,M
388,01239801731,أيمن عبدالرحمن,Ayman Abdelrahman,4,2024-03-21,M
389,01543458813,شريف رزق,Sherif Rizk,1,2024-02-29,M
390,01596965776,منير السيد,Monir El-Sayed,8,2025-02-13,M
391,01288663439,عصام الحسيني,Essam El-Husseini,20,2024-01-02,M
392,01032181677,لارا فودة,Lara Fouda,35,2024-10-22,F
393,01585218207,لمياء منصور,Lamia Mansour,6,2024-07-24,F
394,01513676653,ولاء إبراهيم,Walaa Ibrahim,9,2024-01-08,F
395,01068489142,لؤي عمران,Louay Omran,6,2024-01-17,M
396,01142905719,فاطمة البدوي,Fatma El-Badawi,13,2025-06-26,F
397,01586696076,أسماء الجوهري,Asmaa El-Gohary,21,2024-04-12,F
398,01179473604,علي السعيد,Ali El-Saeed,7,2024-04-04,M
399,01546532766,هبة مرسي,Heba Morsi,23,2025-01-14,F
400,01240545465,أيمن القاضي,Ayman El-Qady,16,2024-09-10,M
401,01075915032,سيد عوض,Sayed Awad,9,2025-05-06,M
402,01545694175,محمد عمران,Mohamed Omran,3,2024-12-16,M
403,01152216393,ولاء حجازي,Walaa Hegazy,6,2025-06-26,F
404,01528707828,لؤي الصباع,Louay El-Sabbagh,35,2024-11-17,M
405,01542140905,وفاء إبراهيم,Wafaa Ibrahim,11,2024-11-23,F
406,01283503142,هناء حمدان,Hanaa Hamdan,15,2025-06-12,F
407,01215577558,عمرو الدسوقي,Amr El-Desouky,4,2025-05-19,M
408,01284181849,منير سليمان,Monir Suleiman,3,2024-11-15,M
409,01577398570,لؤي فاروق,Louay Farouk,3,2025-06-26,M
410,01017735553,سارة رزق,Sara Rizk,26,2024-03-17,F
411,01298980428,نهى الجوهري,Noha El-Gohary,7,2024-06-23,F
412,01001803195,خالد السعيد,Khaled El-Saeed,14,2024-09-09,M
413,01173462642,ياسمين فودة,Yasmine Fouda,4,2025-04-21,F
414,01051079244,نيرة نصر,Naira Nasr,7,2025-05-12,F
415,01107969478,مصطفى نصر,Mostafa Nasr,15,2024-09-04,M
416,01290625716,حسن صالح,Hassan Saleh,1,2024-09-30,M
417,01107074166,نجلاء حسين,Naglaa Hussein,20,2024-04-14,F
418,01087031095,أسماء الشافعي,Asmaa El-Shafei,2,2025-05-29,F
419,01254195526,شريف مرسي,Sherif Morsi,10,2024-05-23,M
420,01294204652,ياسر الدسوقي,Yasser El-Desouky,2,2025-05-19,M
421,01103438404,نادية الليثي,Nadia El-Leithy,3,2025-05-10,F
422,01065148915,وفاء قاسم,Wafaa Qasem,9,2024-07-05,F
423,01032351298,محمد حسين,Mohamed Hussein,10,2024-07-30,M
424,01126663556,لارا عمران,Lara Omran,9,2024-06-02,F
425,01586916657,ميار بركات,Mayar Barakat,11,2024-01-13,F
426,01288396865,سلمى البنا,Salma El-Banna,1,2024-04-13,F
427,01193642157,هناء حمدان,Hanaa Hamdan,6,2024-11-25,F
428,01011794480,سامي صالح,Sami Saleh,2,2024-02-02,M
429,01158857557,يوسف السعيد,Youssef El-Saeed,11,2024-01-20,M
430,01116175383,هبة حجازي,Heba Hegazy,22,2025-01-24,F
431,01032901201,نيرة الجوهري,Naira El-Gohary,32,2024-05-06,F
432,01552639777,غادة الجوهري,Ghada El-Gohary,2,2025-05-22,F
433,01221489893,داليا غانم,Dalia Ghanem,5,2025-01-05,F
434,01171548008,سوسن النجار,Sawsan El-Naggar,2,2024-01-28,F
435,01142823862,شريف الصباع,Sherif El-Sabbagh,30,2024-02-25,M
436,01234015931,يوسف مرسي,Youssef Morsi,20,2024-08-19,M
437,01108593892,محمد الشرقاوي,Mohamed El-Sharqawi,4,2024-10-10,M
438,01219399020,ثروت السيد,Tharwat El-Sayed,1,2024-09-10,M
439,01093358562,نيرة الشافعي,Naira El-Shafei,20,2024-05-25,F
440,01092320924,أيمن الجوهري,Ayman El-Gohary,23,2024-04-23,M
441,01034735607,إيمان حسين,Iman Hussein,10,2025-05-22,F
442,01585619819,إسراء السيد,Israa El-Sayed,2,2024-04-18,F
443,01069998710,طارق عوض,Tarek Awad,5,2024-08-02,M
444,01234104001,ولاء مرسي,Walaa Morsi,10,2025-06-19,F
445,01263454051,مريم فودة,Mariam Fouda,11,2025-05-17,F
446,01028748563,مصطفى الجوهري,Mostafa El-Gohary,19,2024-01-26,M
447,01139363741,عمر عبدالله,Omar Abdullah,26,2025-01-18,M
448,01525547179,إبراهيم عوض,Ibrahim Awad,34,2024-12-29,M
449,01510890488,رانيا قاسم,Rania Qasem,1,2024-10-05,F
450,01504635340,إيمان الغزالي,Iman El-Ghazali,19,2025-03-19,F
451,01070388506,رانيا سليمان,Rania Suleiman,6,2024-08-22,F
452,01132170689,إسراء عمران,Israa Omran,2,2025-01-11,F
453,01165732459,ياسمين النجار,Yasmine El-Naggar,16,2024-04-27,F
454,01108011635,أحمد فودة,Ahmed Fouda,14,2025-02-10,M
455,01214215522,إبراهيم البنا,Ibrahim El-Banna,10,2024-06-22,M
456,01130318806,ولاء الجوهري,Walaa El-Gohary,1,2025-03-02,F
457,01081142085,فادي الصباع,Fadi El-Sabbagh,11,2025-02-15,M
458,01050952833,إبراهيم القاضي,Ibrahim El-Qady,13,2025-05-17,M
459,01182077948,إبراهيم إبراهيم,Ibrahim Ibrahim,8,2024-03-08,M
460,01095908350,كريم العطار,Karim El-Attar,2,2024-03-15,M
461,01014802437,فتحي العقاد,Fathy El-Aqqad,32,2024-03-23,M
462,01567247425,ناصر بركات,Nasser Barakat,35,2025-04-09,M
463,01241988699,لؤي صالح,Louay Saleh,8,2025-01-17,M
464,01184511320,نهى العطار,Noha El-Attar,9,2024-04-09,F
465,01014567928,مريم فاروق,Mariam Farouk,13,2024-11-16,F
466,01211233035,عمر حماد,Omar Hammad,12,2024-02-05,M
467,01129739209,ياسمين البدوي,Yasmine El-Badawi,28,2025-01-28,F
468,01293434381,مدحت الغزالي,Medhat El-Ghazali,22,2024-05-03,M
469,01231133989,عبير عمران,Abeer Omran,35,2024-01-13,F
470,01003672526,نجلاء منصور,Naglaa Mansour,6,2025-05-17,F
471,01242235294,جمال عمران,Gamal Omran,18,2025-03-24,M
472,01025108479,نور رزق,Nour Rizk,1,2025-06-10,F
473,01122856522,وفاء درويش,Wafaa Darwish,14,2024-06-20,F
474,01019523760,أمل عوض,Amal Awad,1,2025-01-07,F
475,01008595806,رنا الليثي,Rana El-Leithy,13,2025-04-29,F
476,01223286037,وفاء إبراهيم,Wafaa Ibrahim,9,2024-12-12,F
477,01555612621,خالد فودة,Khaled Fouda,19,2025-01-25,M
478,01078212441,وفاء إبراهيم,Wafaa Ibrahim,5,2024-08-02,F
479,01289769363,شيماء الشرقاوي,Shaimaa El-Sharqawi,5,2024-08-25,F
480,01525707774,نهى صالح,Noha Saleh,17,2024-09-04,F
481,01137372954,منى البنا,Mona El-Banna,7,2025-04-30,F
482,01055442951,عمر الليثي,Omar El-Leithy,2,2025-02-09,M
483,01592179557,رامي الغزالي,Rami El-Ghazali,2,2025-01-16,M
484,01100836991,أمل فودة,Amal Fouda,14,2025-01-17,F
485,01503059672,سمر عبدالله,Samar Abdullah,12,2024-09-30,F
486,01525488054,رنا الصباع,Rana El-Sabbagh,25,2025-03-25,F
487,01148282106,دعاء حلمي,Doaa Helmy,6,2024-05-28,F
488,01118498489,منير حسين,Monir Hussein,8,2024-06-25,M
489,01121338318,غادة نصر,Ghada Nasr,5,2025-04-13,F
490,01179844758,غادة الدسوقي,Ghada El-Desouky,24,2024-06-12,F
491,01192664573,وفاء عمران,Wafaa Omran,20,2025-03-23,F
492,01228566410,روان الشافعي,Rawan El-Shafei,11,2025-02-25,F
493,01280173984,نهى حماد,Noha Hammad,13,2024-07-11,F
494,01092870168,أسماء غانم,Asmaa Ghanem,13,2024-01-19,F
495,01095973219,نادر الشرقاوي,Nader El-Sharqawi,14,2025-03-29,M
496,01539117798,نادية النجار,Nadia El-Naggar,4,2024-05-19,F
497,01131396123,أسماء حماد,Asmaa Hammad,2,2024-01-28,F
498,01207892247,إسراء بركات,Israa Barakat,6,2025-05-31,F
499,01252193903,أميرة عمران,Amira Omran,3,2025-06-13,F
500,01588312773,نجلاء حماد,Naglaa Hammad,18,2024-12-21,F
